localDay,localTime,g,latitude,longitude,accuracy,altitude,speed,wifi mac,wifi ssid,wifi signal level,provider,safe
Weekday,16,10.10637015,34.04046341,-118.1484519,91.01999664,68.47088623,0.0,a0:cf:5b:6b:e2:3e,"""ELACFaculty""",-89,gps,0
Weekday,16,10.10735149,34.0404635,-118.1484519,124.3939972,68.44604492,0.0,a0:cf:5b:6b:e2:3e,"""ELACFaculty""",-89,gps,0
Weekday,16,10.10567561,34.0404635,-118.1484519,361.04599,68.46221924,0.0,a0:cf:5b:6b:e2:3e,"""ELACFaculty""",-89,gps,0
Weekday,16,10.09793656,34.0404752,-118.1486278,30.23999977,0.0,0.0,a0:cf:5b:6b:e2:3e,"""ELACFaculty""",-90,network,0
Weekday,16,10.10378765,34.0404752,-118.1486278,30.23999977,0.0,0.0,a0:cf:5b:6b:e2:3e,"""ELACFaculty""",-89,network,0
Weekday,16,10.10621955,34.0404752,-118.1486278,30.23999977,0.0,0.0,a0:cf:5b:6b:e2:3e,"""ELACFaculty""",-90,network,0
Weekday,16,10.10810629,34.0404752,-118.1486278,30.23999977,0.0,0.0,a0:cf:5b:6b:e2:3e,"""ELACFaculty""",-89,network,0
Weekday,16,10.11180479,34.04046386,-118.1484522,80.40100098,69.10296631,0.0,a0:cf:5b:6b:e2:3e,"""ELACFaculty""",-89,gps,0
Weekday,16,10.0924971,34.040464,-118.1484518,245.7539978,68.96820068,0.0,a0:cf:5b:6b:e2:3e,"""ELACFaculty""",-88,gps,0
Weekday,16,10.10520488,34.04046455,-118.1484518,374.6990051,68.99700928,0.0,a0:cf:5b:6b:e2:3e,"""ELACFaculty""",-88,gps,0
Weekday,16,10.10902973,34.04046443,-118.1484519,351.9440002,69.03753662,0.0,a0:cf:5b:6b:e2:3e,"""ELACFaculty""",-89,gps,0
Weekday,16,10.1073696,34.0405129,-118.1487167,98.40000153,0.0,0.0,a0:cf:5b:6b:e2:3e,"""ELACFaculty""",-89,network,0
Weekday,16,10.06229983,34.0405129,-118.1487167,98.40000153,0.0,0.0,a0:cf:5b:6b:e2:3e,"""ELACFaculty""",-89,network,0
Weekday,16,10.03533719,34.0404561,-118.1486431,34.52099991,0.0,0.0,a0:cf:5b:6b:e2:3e,"""ELACFaculty""",-90,network,0
Weekday,16,9.720468253,34.0404561,-118.1486431,34.52099991,0.0,0.0,a0:cf:5b:6b:e2:3e,"""ELACFaculty""",-86,network,0
Weekday,16,9.808909543,34.0405129,-118.1487167,32.09999847,0.0,0.0,a0:cf:5b:6b:e2:3e,"""ELACFaculty""",-80,network,0
Weekday,16,9.886200167,34.0405294,-118.1487048,23.96899986,0.0,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-66,network,0
Weekday,16,9.799890276,34.04046285,-118.1484517,16.68700027,69.16491699,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-68,gps,0
Weekday,16,9.894839674,34.04046303,-118.1484512,47.02700043,69.15478516,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-68,gps,0
Weekday,16,10.25079194,34.04046369,-118.1484507,22.75499916,69.04821777,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-71,gps,0
Weekday,16,9.682519826,34.04046392,-118.148451,22.75499916,69.03222656,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-69,gps,0
Weekday,16,9.891845242,34.04046478,-118.1484506,86.46899414,68.8538208,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-69,gps,0
Weekday,16,9.909903734,34.0405295,-118.1487404,22.46299934,0.0,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-72,network,0
Weekday,16,9.95731705,34.04046454,-118.1484514,92.53699493,68.83795166,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-75,gps,0
Weekday,16,10.07495673,34.0404776,-118.148716,23.57699966,0.0,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-73,network,0
Weekday,16,10.04229376,34.0404381,-118.1487058,29.67499924,0.0,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-72,network,0
Weekday,16,10.06184262,34.0404607,-118.1487006,26.4810009,0.0,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-77,network,0
Weekday,16,10.07362765,34.0404747,-118.1487165,24.3939991,0.0,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-76,network,0
Weekday,16,10.0744414,34.0404506,-118.1487847,30.63199997,0.0,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-78,network,0
Weekday,16,10.07682245,34.0404591,-118.1487859,26.99399948,0.0,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-76,network,0
Weekday,16,10.07605394,34.04046845,-118.1484516,28.82299995,68.19464111,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-77,gps,0
Weekday,16,10.08112767,34.04046862,-118.1484517,31.85699844,68.27227783,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-75,gps,0
Weekday,16,10.07924344,34.04046877,-118.1484513,39.44199753,68.33587646,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-78,gps,0
Weekday,16,10.07291532,34.0404586,-118.1487868,26.98399925,0.0,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-76,network,0
Weekday,16,10.07556139,34.040439,-118.1487697,36.47200012,0.0,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-77,network,0
Weekday,16,10.08025202,34.0404368,-118.1487798,36.48300171,0.0,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-75,network,0
Weekday,16,10.08314321,34.0404377,-118.1487858,39.0719986,0.0,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-76,network,0
Weekday,16,10.08302592,34.0405096,-118.148705,22.4640007,0.0,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-75,network,0
Weekday,16,10.08508836,34.0405097,-118.1487056,22.46699905,0.0,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-80,network,0
Weekday,16,10.06413379,34.0405223,-118.1487328,22.42700005,0.0,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-78,network,0
Weekday,16,8.773673159,34.0405396,-118.14872,21.41799927,0.0,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-76,network,0
Weekday,16,9.989891665,34.0405019,-118.1487177,24.24099922,0.0,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-75,network,0
Weekday,16,10.06988406,34.0404675,-118.1486942,27.92200089,0.0,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-74,network,0
Weekday,16,10.08699419,34.0404728,-118.1486882,27.90399933,0.0,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-75,network,0
Weekday,16,10.08067585,34.0404636,-118.1486908,31.24300003,0.0,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-73,network,0
Weekday,16,10.09469969,34.0404601,-118.1486716,31.89299965,0.0,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-74,network,0
Weekday,16,10.08658386,34.0404646,-118.1486732,31.1989994,0.0,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-75,network,0
Weekday,16,10.08926642,34.040459,-118.14867,33.95600128,0.0,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-75,network,0
Weekday,16,10.08909476,34.0405189,-118.1487194,22.43099976,0.0,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-75,network,0
Weekday,16,10.08723509,34.0405449,-118.1487271,22.40800095,0.0,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-75,network,0
Weekday,16,10.09220341,34.0405189,-118.1487194,22.44099998,0.0,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-75,network,0
Weekday,16,10.09633733,34.040503,-118.1486371,28.08499908,0.0,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-73,network,0
Weekday,16,10.0902479,34.0405247,-118.1486569,26.58699989,0.0,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-72,network,0
Weekday,16,10.09662788,34.0405442,-118.1486593,21.70400047,0.0,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-72,network,0
Weekday,16,9.960262692,34.0405206,-118.1486493,24.05699921,0.0,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-74,network,0
Weekday,16,10.07800312,34.0405414,-118.1487068,22.46199989,0.0,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-74,network,0
Weekday,16,10.14407699,34.0405223,-118.1486819,22.78100014,0.0,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-70,network,0
Weekday,16,10.0904615,34.0405019,-118.1487155,22.7159996,0.0,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-76,network,0
Weekday,16,10.10010699,34.0404436,-118.1487228,25.74399948,0.0,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-75,network,0
Weekday,16,10.06199199,34.0405019,-118.1487155,22.7159996,0.0,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-72,network,0
Weekday,16,10.06775182,34.0404488,-118.1487163,23.47900009,0.0,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-73,network,0
Weekday,16,10.0919819,34.0404699,-118.1487248,22.80200005,0.0,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-73,network,0
Weekday,16,10.10246274,34.0404831,-118.1486826,23.6060009,0.0,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-72,network,0
Weekday,16,10.07316943,34.0404812,-118.1486808,23.57600021,0.0,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-74,network,0
Weekday,16,10.08412869,34.0404919,-118.1486883,23.53300095,0.0,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-72,network,0
Weekday,16,10.10027808,34.0405258,-118.1486909,22.30200005,0.0,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-72,network,0
Weekday,16,10.11970287,34.040471,-118.14845,22.75499916,68.70617676,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-75,gps,0
Weekday,16,9.97216088,34.0406079,-118.1486786,23.45000076,0.0,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-72,network,0
Weekday,16,10.06101078,34.0406006,-118.1486879,21.94499969,0.0,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-50,network,1
Weekday,16,12.07171943,34.0405176,-118.1487199,21.29999924,0.0,0.0,a0:cf:5b:9e:4b:f1,"""ELACFaculty""",-67,network,1
Weekday,16,14.63165862,34.0405682,-118.1488532,20.96299934,0.0,0.0,a0:cf:5b:68:eb:a1,"""ELACFaculty""",-51,network,1
Weekday,16,10.05741726,34.04095909,-118.1487951,10.61899948,89.19769287,0.0,a0:cf:5b:68:eb:a1,"""ELACFaculty""",-86,gps,1
Weekday,16,15.40823023,34.04102263,-118.1490163,9.101999283,79.48791504,1.279999971,a0:ec:f9:3e:6a:3e,"""ELACFaculty""",-84,gps,1
Weekday,16,13.21237599,34.04119842,-118.1493722,15.17000008,69.61090088,1.230000019,a0:ec:f9:3e:6a:3e,"""ELACFaculty""",-88,gps,1
Weekday,16,7.920449996,34.04131344,-118.1497357,16.68700027,60.6027832,1.570000052,7c:0e:ce:0e:2b:41,"""ELACFaculty""",-83,gps,1
Weekday,16,4.665991507,34.04137181,-118.1500757,16.68700027,54.68109131,0.5299999714,00:1b:90:55:bc:2e,"""ELACFaculty""",-89,gps,1
Weekday,16,9.280053058,34.04129203,-118.1500369,40.95899963,61.32940674,0.0,NotConnected,<unknown ssid>,-127,gps,1
Weekday,16,13.41541551,34.04113852,-118.1504735,6.06799984,70.84411621,0.4799999893,NotConnected,<unknown ssid>,-127,gps,1
Weekday,16,11.59037629,34.04096594,-118.151316,33.37400055,70.45605469,6.03000021,NotConnected,<unknown ssid>,-127,gps,1
Weekday,16,9.548932193,34.04039725,-118.1504029,28.82299995,53.39154053,0.2599999905,NotConnected,<unknown ssid>,-127,gps,1
Weekday,16,9.607360132,34.04042553,-118.1504744,9.101999283,55.79296875,0.0,NotConnected,<unknown ssid>,-127,gps,1
Weekday,16,9.794628026,34.03958178,-118.1492706,16.68700027,53.07006836,13.84000015,NotConnected,<unknown ssid>,-127,gps,1
Weekday,16,9.552142349,34.03830945,-118.1473117,15.17000008,51.04833984,0.0,NotConnected,<unknown ssid>,-127,gps,1
Weekday,16,9.679728486,34.03769693,-118.1466796,15.17000008,49.14233398,0.3899999857,NotConnected,<unknown ssid>,-127,gps,1
Weekday,16,9.626144539,34.0376665,-118.1466347,13.65299988,48.46051025,0.0,NotConnected,<unknown ssid>,-127,gps,1
Weekday,16,9.057074245,34.03760877,-118.1461961,16.68700027,47.64013672,6.599999905,NotConnected,<unknown ssid>,-127,gps,1
Weekday,16,10.8954507,34.03795446,-118.1449297,16.68700027,50.27203369,1.720000029,NotConnected,<unknown ssid>,-127,gps,1
Weekday,17,9.327120575,34.03736191,-118.1455295,16.68700027,46.703125,2.980000019,NotConnected,<unknown ssid>,-127,gps,1
Weekday,17,9.674995079,34.03730763,-118.1461969,16.68700027,45.2331543,1.120000005,NotConnected,<unknown ssid>,-127,gps,1
Weekday,17,9.676758946,34.03728655,-118.1462651,13.65299988,41.09332275,0.0,NotConnected,<unknown ssid>,-127,gps,1
Weekday,17,10.02441097,34.03734144,-118.1463371,16.68700027,40.35693359,6.150000095,NotConnected,<unknown ssid>,-127,gps,1
Weekday,17,9.729877149,34.03652662,-118.1479909,13.65299988,43.32275391,1.029999971,NotConnected,<unknown ssid>,-127,gps,1
Weekday,17,9.532010808,34.03615523,-118.1485869,19.72099876,41.64733887,0.7799999714,NotConnected,<unknown ssid>,-127,gps,1
Weekday,17,10.03462557,34.03606905,-118.1487415,15.17000008,43.82849121,0.0,NotConnected,<unknown ssid>,-127,gps,1
Weekday,17,10.03309648,34.03596758,-118.1489037,4.550999641,46.62109375,0.0,NotConnected,<unknown ssid>,-127,gps,1
Weekday,17,5.848384875,34.03575405,-118.1492292,4.550999641,46.36602783,1.570000052,NotConnected,<unknown ssid>,-127,gps,1
Weekday,17,9.930614845,34.03567438,-118.149338,4.550999641,44.79205322,0.0,NotConnected,<unknown ssid>,-127,gps,1
Weekday,17,9.615625349,34.03551414,-118.1495902,4.550999641,41.68005371,4.449999809,NotConnected,<unknown ssid>,-127,gps,1
Weekday,17,9.81904141,34.03535636,-118.1500191,68.26499939,44.28717041,0.75,NotConnected,<unknown ssid>,-127,gps,1
Weekday,17,9.901214186,34.0363183,-118.1478617,149.6000061,0.0,0.0,NotConnected,<unknown ssid>,-127,network,1
Weekday,17,10.04153058,34.03515129,-118.1501592,18.20399857,42.44952393,0.0,NotConnected,<unknown ssid>,-127,gps,1
Weekday,17,9.937749512,34.03497747,-118.1504327,6.06799984,38.59960938,0.0,NotConnected,<unknown ssid>,-127,gps,1
Weekday,17,10.22589179,34.03487935,-118.1505501,4.550999641,36.262146,2.309999943,NotConnected,<unknown ssid>,-127,gps,1
Weekday,17,10.16612125,34.03488131,-118.1505749,6.06799984,37.32537842,0.0,NotConnected,<unknown ssid>,-127,gps,1
Weekday,17,10.08244063,34.03441592,-118.1513519,22.75499916,38.13574219,1.24000001,NotConnected,<unknown ssid>,-127,gps,1
Weekday,17,10.24297557,34.03431638,-118.1514162,4.550999641,36.7208252,0.0,00:00:00:00:00:00,<unknown ssid>,-127,gps,1
Weekday,17,10.05627628,34.03431665,-118.1514162,7.585000038,36.71557617,0.0,00:00:00:00:00:00,<unknown ssid>,-127,gps,1
Weekday,17,9.712481964,34.03412835,-118.1516954,15.17000008,33.57562256,7.349999905,00:00:00:00:00:00,<unknown ssid>,-127,gps,1
Weekday,17,10.31775065,34.03356178,-118.152531,16.68700027,41.45678711,0.0,00:00:00:00:00:00,<unknown ssid>,-127,gps,1
Weekday,17,10.15322634,34.03357683,-118.1525474,13.65299988,43.59527588,0.0,00:00:00:00:00:00,<unknown ssid>,-127,gps,1
Weekday,17,10.10333421,34.03357839,-118.152549,13.65299988,43.70501709,0.0,00:00:00:00:00:00,<unknown ssid>,-127,gps,1
Weekday,17,9.44330989,34.03351745,-118.1526331,13.65299988,44.46887207,6.090000153,00:00:00:00:00:00,<unknown ssid>,-127,gps,1
Weekday,17,9.764554629,34.02949894,-118.1546627,15.17000008,25.72235107,17.39999962,00:00:00:00:00:00,<unknown ssid>,-127,gps,1
Weekday,17,10.12062298,34.02667851,-118.155499,15.17000008,27.96276855,11.39999962,00:00:00:00:00:00,<unknown ssid>,-127,gps,1
Weekday,17,10.49373476,34.02414285,-118.156255,13.65299988,22.48254395,14.23999977,00:00:00:00:00:00,<unknown ssid>,-127,gps,1
Weekday,17,11.58790955,34.02042301,-118.1573488,15.17000008,20.40661621,15.86999989,00:00:00:00:00:00,<unknown ssid>,-127,gps,1
Weekday,17,9.951349552,34.01688737,-118.158419,15.17000008,15.31237793,15.44999981,00:00:00:00:00:00,<unknown ssid>,-127,gps,1
Weekday,17,10.07027462,34.01536722,-118.1588813,13.65299988,11.05841064,0.0,00:00:00:00:00:00,<unknown ssid>,-127,gps,1
Weekday,17,10.03323487,34.01535906,-118.1588586,15.17000008,15.4274292,0.0,00:00:00:00:00:00,<unknown ssid>,-127,gps,1
Weekday,17,10.38377065,34.01517608,-118.1589509,13.65299988,10.33297729,0.0,00:00:00:00:00:00,"""CableWiFi""",-127,gps,1
Weekday,17,10.00032196,34.01517256,-118.1589471,13.65299988,11.45126343,0.0,00:00:00:00:00:00,<unknown ssid>,-127,gps,1
Weekday,17,9.895744843,34.01375045,-118.1593545,15.17000008,12.74743652,7.25,00:00:00:00:00:00,<unknown ssid>,-127,gps,1
Weekday,17,10.17973322,34.01462269,-118.1589246,16.68700027,10.98873901,13.27999973,00:00:00:00:00:00,<unknown ssid>,-127,gps,1
Weekday,17,10.20951776,34.01802226,-118.1578754,15.17000008,12.1461792,12.39999962,00:00:00:00:00:00,<unknown ssid>,-127,gps,1
Weekday,17,9.615448411,34.0216661,-118.1569685,18.20399857,25.06866455,14.09000015,00:00:00:00:00:00,<unknown ssid>,-127,gps,1
Weekday,17,9.858282691,34.02452535,-118.1559923,13.65299988,25.06091309,0.0,00:00:00:00:00:00,"""TWCWiFi-Passpoint""",-127,gps,1
Weekday,17,17.15668936,34.02616342,-118.1555078,4.550999641,28.74731445,8.880000114,00:00:00:00:00:00,"""TWCWiFi-Passpoint""",-127,gps,1
Weekday,17,10.10873501,34.02845822,-118.1547322,9.101999283,27.52325439,11.47000027,00:00:00:00:00:00,<unknown ssid>,-127,gps,1
Weekday,17,10.36500748,34.03024068,-118.1542465,15.17000008,29.49053955,11.76000023,00:00:00:00:00:00,<unknown ssid>,-127,gps,1
Weekday,17,10.18477515,34.03179477,-118.1537599,15.17000008,36.12280273,0.0,00:00:00:00:00:00,<unknown ssid>,-127,gps,1
Weekday,17,10.03793084,34.03179858,-118.1537621,15.17000008,37.77990723,0.0,00:00:00:00:00:00,<unknown ssid>,-127,gps,1
Weekday,17,10.43380873,34.03284194,-118.1531228,15.17000008,43.86541748,10.52999973,00:00:00:00:00:00,<unknown ssid>,-127,gps,1
Weekday,17,10.37117908,34.03479672,-118.150571,16.68700027,42.04162598,13.13000011,00:00:00:00:00:00,<unknown ssid>,-127,gps,1
Weekday,17,9.965875002,34.03617673,-118.1485503,13.65299988,46.25811768,0.0,00:00:00:00:00:00,<unknown ssid>,-127,gps,1
Weekday,17,10.46819684,34.03626903,-118.1483899,13.65299988,43.75872803,6.429999828,00:00:00:00:00:00,<unknown ssid>,-127,gps,1
Weekday,17,10.17050757,34.03669226,-118.1477934,15.17000008,46.03686523,0.0,00:00:00:00:00:00,<unknown ssid>,-127,gps,1
Weekday,17,10.35987284,34.03687703,-118.1473966,15.17000008,43.86016846,8.579999924,00:00:00:00:00:00,<unknown ssid>,-127,gps,1
Weekday,17,10.2035284,34.03895807,-118.1441599,16.68700027,49.22235107,14.39000034,00:00:00:00:00:00,<unknown ssid>,-127,gps,1
Weekday,17,10.59867668,34.04261447,-118.1413811,15.17000008,59.42822266,18.29000092,00:00:00:00:00:00,<unknown ssid>,-127,gps,1
Weekday,17,10.01036526,34.0458656,-118.1404722,16.68700027,74.64605713,1.870000005,00:00:00:00:00:00,<unknown ssid>,-127,gps,1
Weekday,17,10.65960587,34.0488996,-118.1393073,15.17000008,75.75689697,15.56000042,00:00:00:00:00:00,<unknown ssid>,-127,gps,1
Weekday,17,10.82707018,34.0530106,-118.1368361,15.17000008,78.66333008,16.86000061,00:00:00:00:00:00,<unknown ssid>,-127,gps,1
Weekday,17,9.890351158,34.05720898,-118.1343205,15.17000008,85.35852051,16.39999962,00:00:00:00:00:00,<unknown ssid>,-127,gps,1
Weekday,17,10.52269146,34.06129394,-118.1339975,16.68700027,87.90289307,11.10000038,00:00:00:00:00:00,<unknown ssid>,-127,gps,1
Weekday,17,10.19057975,34.06149362,-118.1341437,13.65299988,85.77819824,0.0,00:00:00:00:00:00,<unknown ssid>,-127,gps,1
Weekday,17,10.02485049,34.06181699,-118.1341664,15.17000008,80.86560059,6.920000076,00:00:00:00:00:00,<unknown ssid>,-127,gps,1
Weekday,17,10.00368737,34.0687341,-118.1336903,21.49200058,0.0,0.0,00:00:00:00:00:00,<unknown ssid>,-127,network,1
Weekday,17,8.460276964,34.06858933,-118.1337703,16.68700027,126.5581055,0.6000000238,00:00:00:00:00:00,<unknown ssid>,-127,gps,1
Weekday,17,17.38144394,34.06852926,-118.1342403,16.68700027,114.8855591,0.8799999952,00:00:00:00:00:00,<unknown ssid>,-127,gps,1
Weekday,17,8.800850602,34.06822485,-118.1342307,18.20399857,98.9708252,0.9599999785,00:00:00:00:00:00,<unknown ssid>,-127,gps,1
Weekday,17,5.700235047,34.06792077,-118.1341372,7.585000038,86.84820557,1.179999948,00:00:00:00:00:00,<unknown ssid>,-127,gps,1
Weekday,17,9.227831696,34.0679659,-118.1338117,28.56699944,0.0,0.0,00:00:00:00:00:00,<unknown ssid>,-127,network,1
Weekday,17,9.916570925,34.0678703,-118.1340465,21.45999908,0.0,0.0,00:00:00:00:00:00,<unknown ssid>,-127,network,1
Weekday,17,9.813659211,34.0680479,-118.1340839,28.13599968,0.0,0.0,00:00:00:00:00:00,<unknown ssid>,-127,network,1
Weekday,17,9.894618381,34.0680181,-118.1339907,51.83200073,0.0,0.0,00:00:00:00:00:00,<unknown ssid>,-127,network,1
Weekday,17,9.249473763,34.0680181,-118.1339907,51.83200073,0.0,0.0,00:00:00:00:00:00,<unknown ssid>,-127,network,1
Weekday,17,10.02683967,34.0678711,-118.1340493,21.43499947,0.0,0.0,00:00:00:00:00:00,<unknown ssid>,-127,network,1
Weekday,17,10.36495596,34.0679163,-118.1340426,63.86999893,0.0,0.0,00:00:00:00:00:00,<unknown ssid>,-127,network,1
Weekday,17,9.975372124,34.0678705,-118.1340481,21.62999916,0.0,0.0,00:00:00:00:00:00,<unknown ssid>,-127,network,1
Weekday,17,10.05258429,34.0678693,-118.1340516,21.6609993,0.0,0.0,00:00:00:00:00:00,<unknown ssid>,-127,network,1
Weekday,17,10.03316872,34.0678873,-118.1340393,23.03300095,0.0,0.0,00:00:00:00:00:00,<unknown ssid>,-127,network,1
Weekday,17,10.05174942,34.0678738,-118.1340446,21.61300087,0.0,0.0,00:00:00:00:00:00,<unknown ssid>,-127,network,1
Weekday,17,9.922647377,34.0678728,-118.1340442,21.63999939,0.0,0.0,00:00:00:00:00:00,<unknown ssid>,-127,network,1
Weekday,17,10.06415615,34.0678704,-118.1340477,21.6060009,0.0,0.0,00:00:00:00:00:00,<unknown ssid>,-127,network,1
Weekday,17,10.0618521,34.067864,-118.1340769,27.7840004,0.0,0.0,00:00:00:00:00:00,<unknown ssid>,-127,network,1
Weekday,17,10.10158856,34.0678716,-118.1340503,21.43600082,0.0,0.0,00:00:00:00:00:00,<unknown ssid>,-127,network,1
Weekday,17,10.11272676,34.0678693,-118.1340537,21.42200089,0.0,0.0,00:00:00:00:00:00,<unknown ssid>,-127,network,1
Weekday,17,10.11878494,34.0678706,-118.1340486,21.6060009,0.0,0.0,00:00:00:00:00:00,<unknown ssid>,-127,network,0
Weekday,17,10.12150683,34.067872,-118.1340494,21.63800049,0.0,0.0,00:00:00:00:00:00,<unknown ssid>,-127,network,0
Weekday,17,10.11409634,34.0678696,-118.1340515,21.62700081,0.0,0.0,00:00:00:00:00:00,<unknown ssid>,-127,network,0
Weekday,17,10.13081626,34.0678707,-118.1340506,21.63299942,0.0,0.0,00:00:00:00:00:00,<unknown ssid>,-127,network,0
Weekday,17,10.10082571,34.0678705,-118.1340501,21.63699913,0.0,0.0,00:00:00:00:00:00,<unknown ssid>,-127,network,0
Weekday,17,10.13768661,34.0678685,-118.1340526,21.62400055,0.0,0.0,00:00:00:00:00:00,<unknown ssid>,-127,network,0
Weekday,17,10.10948254,34.0678727,-118.1340498,21.49300003,0.0,0.0,00:00:00:00:00:00,<unknown ssid>,-127,network,0
Weekday,17,10.11866543,34.0678731,-118.1340494,21.49099922,0.0,0.0,00:00:00:00:00:00,<unknown ssid>,-127,network,0
Weekday,17,10.07992921,34.0678716,-118.1340493,21.61300087,0.0,0.0,00:00:00:00:00:00,<unknown ssid>,-127,network,0
Weekday,17,10.10637808,34.0678705,-118.1340529,21.37999916,0.0,0.0,00:00:00:00:00:00,<unknown ssid>,-127,network,0
Weekday,17,10.0888747,34.0678719,-118.1340405,21.44300079,0.0,0.0,00:00:00:00:00:00,<unknown ssid>,-127,network,0
Weekday,17,10.05841361,34.0678725,-118.1340503,21.5890007,0.0,0.0,00:00:00:00:00:00,<unknown ssid>,-127,network,0
Weekday,17,10.08173385,34.0678725,-118.1340503,21.5890007,0.0,0.0,00:00:00:00:00:00,<unknown ssid>,-127,network,0
Weekday,17,10.10549895,34.067876,-118.1340481,21.4260006,0.0,0.0,00:00:00:00:00:00,<unknown ssid>,-127,network,0
Weekday,17,10.10597382,34.0678788,-118.1340455,21.43099976,0.0,0.0,00:00:00:00:00:00,<unknown ssid>,-127,network,0
Weekday,17,10.09277982,34.067878,-118.1340466,21.63699913,0.0,0.0,00:00:00:00:00:00,<unknown ssid>,-127,network,0
Weekday,17,10.08907094,34.0678794,-118.1340453,21.64500046,0.0,0.0,00:00:00:00:00:00,<unknown ssid>,-127,network,0
Weekday,17,10.08863952,34.0678744,-118.1340475,21.37299919,0.0,0.0,00:00:00:00:00:00,<unknown ssid>,-127,network,0
Weekday,17,10.10153267,34.0680259,-118.1340038,57.39300156,0.0,0.0,00:00:00:00:00:00,<unknown ssid>,-127,network,0
Weekday,17,10.08284697,34.0678706,-118.1340512,21.35000038,0.0,0.0,00:00:00:00:00:00,<unknown ssid>,-127,network,0
Weekday,17,10.00686219,34.0679698,-118.1341775,27.58699989,0.0,0.0,00:00:00:00:00:00,<unknown ssid>,-127,network,0
Weekday,17,9.355088719,34.0678734,-118.134047,21.45000076,0.0,0.0,00:00:00:00:00:00,<unknown ssid>,-127,network,0
Weekday,17,10.06463032,34.0678661,-118.1340661,23.6970005,0.0,0.0,00:00:00:00:00:00,<unknown ssid>,-127,network,0
Weekday,17,10.0716299,34.0678672,-118.1340637,21.41500092,0.0,0.0,00:00:00:00:00:00,<unknown ssid>,-127,network,0
Weekday,17,10.2696724,34.0678694,-118.1340499,21.50799942,0.0,0.0,00:00:00:00:00:00,<unknown ssid>,-127,network,0
Weekday,17,10.06860508,34.0677696,-118.1343005,51.30500031,0.0,0.0,00:00:00:00:00:00,<unknown ssid>,-127,network,0
